Record ID	Category	Component	Blueprint/Defaults path	Derived-ledger key	PR #66 path	PR #66 value	Current value	Authority class	Resolution state	Evidence source	Evidence type	Current blocker	Owner	RPC required	Deployment required	Downstream consumer	Recommended action	Notes
P-H04-090	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.debtTerms.liqThreshold.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.debtTerms.liqThreshold	P-H04-090	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.debtTerms.liqThreshold	8000	8000	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-091	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.debtTerms.liqFee.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.debtTerms.liqFee	P-H04-091	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.debtTerms.liqFee	1000	1000	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-092	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.debtTerms.borrowRate.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.debtTerms.borrowRate	P-H04-092	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.debtTerms.borrowRate	600	600	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-093	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.debtTerms.daowry.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.debtTerms.daowry	P-H04-093	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.debtTerms.daowry	25	25	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-094	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.shouldBurnAsPayment.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.shouldBurnAsPayment	P-H04-094	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.shouldBurnAsPayment	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-095	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.shouldTransferToEndaoment.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.shouldTransferToEndaoment	P-H04-095	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.shouldTransferToEndaoment	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-096	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.shouldSwapInStabPools.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.shouldSwapInStabPools	P-H04-096	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.shouldSwapInStabPools	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-097	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.shouldAuctionInstantly.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.shouldAuctionInstantly	P-H04-097	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.shouldAuctionInstantly	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-098	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.canDeposit.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.canDeposit	P-H04-098	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.canDeposit	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-099	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.canWithdraw.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.canWithdraw	P-H04-099	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.canWithdraw	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-100	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.canRedeemCollateral.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.canRedeemCollateral	P-H04-100	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.canRedeemCollateral	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-101	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.canRedeemInStabPool.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.canRedeemInStabPool	P-H04-101	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.canRedeemInStabPool	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-102	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.canBuyInAuction.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.canBuyInAuction	P-H04-102	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.canBuyInAuction	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-103	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.canClaimInStabPool.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.canClaimInStabPool	P-H04-103	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.canClaimInStabPool	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-104	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.specialStabPoolId.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.specialStabPoolId	P-H04-104	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.specialStabPoolId	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-105	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.customAuctionParams.hasParams.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.customAuctionParams.hasParams	P-H04-105	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.customAuctionParams.hasParams	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-106	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.customAuctionParams.startDiscount.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.customAuctionParams.startDiscount	P-H04-106	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.customAuctionParams.startDiscount	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-107	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.customAuctionParams.maxDiscount.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.customAuctionParams.maxDiscount	P-H04-107	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.customAuctionParams.maxDiscount	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-108	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.customAuctionParams.delay.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.customAuctionParams.delay	P-H04-108	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.customAuctionParams.delay	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-109	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.customAuctionParams.duration.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.customAuctionParams.duration	P-H04-109	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.customAuctionParams.duration	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-110	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.whitelist.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.whitelist	P-H04-110	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.whitelist	"""empty(address)"""	"""empty(address)"""	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-111	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[STEAKHOUSE_USDG].config.isNft.	Defaults.assetConfigs[STEAKHOUSE_USDG].config.isNft	P-H04-111	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[STEAKHOUSE_USDG].config.isNft	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-112	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].asset.	Defaults.assetConfigs[GREEN].asset	P-H04-112	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].asset	"{""kind"":""typed_null"",""reason"":""The PR #66 GREEN immutable is deployment-produced and remains unresolved.""}"	"{""kind"":""symbolic_binding"",""name"":""GREEN_TOKEN""}"	deployment-produced identity; unresolved	deployment_produced_unresolved	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	address:GREEN_TOKEN:unresolved	D-H04-22	no	yes	DefaultsRobinhood source and derived-ledger synchronization	Produce and bind through the authorized deployment lifecycle	status=blocked; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-113	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.vaultIds.	Defaults.assetConfigs[GREEN].config.vaultIds	P-H04-113	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.vaultIds	"""[]"""	[]	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-114	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.stakersPointsAlloc.	Defaults.assetConfigs[GREEN].config.stakersPointsAlloc	P-H04-114	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.stakersPointsAlloc	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-115	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.voterPointsAlloc.	Defaults.assetConfigs[GREEN].config.voterPointsAlloc	P-H04-115	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.voterPointsAlloc	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-116	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.perUserDepositLimit.	Defaults.assetConfigs[GREEN].config.perUserDepositLimit	P-H04-116	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.perUserDepositLimit	1	1	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-117	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.globalDepositLimit.	Defaults.assetConfigs[GREEN].config.globalDepositLimit	P-H04-117	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.globalDepositLimit	2	2	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-118	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.minDepositBalance.	Defaults.assetConfigs[GREEN].config.minDepositBalance	P-H04-118	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.minDepositBalance	1	1	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-119	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.debtTerms.ltv.	Defaults.assetConfigs[GREEN].config.debtTerms.ltv	P-H04-119	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.debtTerms.ltv	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-120	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.debtTerms.redemptionThreshold.	Defaults.assetConfigs[GREEN].config.debtTerms.redemptionThreshold	P-H04-120	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.debtTerms.redemptionThreshold	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-121	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.debtTerms.liqThreshold.	Defaults.assetConfigs[GREEN].config.debtTerms.liqThreshold	P-H04-121	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.debtTerms.liqThreshold	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-122	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.debtTerms.liqFee.	Defaults.assetConfigs[GREEN].config.debtTerms.liqFee	P-H04-122	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.debtTerms.liqFee	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-123	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.debtTerms.borrowRate.	Defaults.assetConfigs[GREEN].config.debtTerms.borrowRate	P-H04-123	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.debtTerms.borrowRate	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-124	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.debtTerms.daowry.	Defaults.assetConfigs[GREEN].config.debtTerms.daowry	P-H04-124	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.debtTerms.daowry	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
